task_type	prefix	data_type	bound	start	end	video	question	answer	candidates	index
Object Shuffle	video/perception/videos/	video	False			video_10305.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the fourth object from the left.	['Under the fourth object from the left.', 'Under the second object from the left.', 'Under the third object from the left.']	1426
Object Shuffle	video/perception/videos/	video	False			video_6914.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the first object from the left.	['Under the first object from the left.', 'Under the second object from the left.', 'Under the third object from the left.']	1427
Object Shuffle	video/perception/videos/	video	False			video_3905.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the third object from the left.	['Under the second object from the left.', 'Under the third object from the left.', 'Under the first object from the left.']	1428
Object Shuffle	video/perception/videos/	video	False			video_9121.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the third object from the left.	['Under the second object from the left.', 'Under the first object from the left.', 'Under the third object from the left.']	1429
Object Shuffle	video/perception/videos/	video	False			video_9428.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the second object from the left.	['Under the first object from the left.', 'Under the third object from the left.', 'Under the second object from the left.']	1430
Object Shuffle	video/perception/videos/	video	False			video_7259.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the fourth object from the left.	['Under the first object from the left.', 'Under the second object from the left.', 'Under the fourth object from the left.']	1431
Object Shuffle	video/perception/videos/	video	False			video_1463.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the third object from the left.	['Under the second object from the left.', 'Under the third object from the left.', 'Under the first object from the left.']	1432
Object Shuffle	video/perception/videos/	video	False			video_1077.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the farthest object from the person.	['Under the farthest object from the person.', 'Under the middle object.', 'Under the closest object to the person.']	1433
Object Shuffle	video/perception/videos/	video	False			video_11273.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the third object from the left.	['Under the second object from the left.', 'Under the first object from the left.', 'Under the third object from the left.']	1434
Object Shuffle	video/perception/videos/	video	False			video_11000.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the second object from the left.	['Under the first object from the left.', 'Under the second object from the left.', 'Under the third object from the left.']	1435
Object Shuffle	video/perception/videos/	video	False			video_11322.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the second object from the left.	['Under the first object from the left.', 'Under the second object from the left.', 'Under the third object from the left.']	1436
Object Shuffle	video/perception/videos/	video	False			video_8293.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the first object from the left.	['Under the second object from the left.', 'Under the first object from the left.', 'Under the third object from the left.']	1437
Object Shuffle	video/perception/videos/	video	False			video_10326.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the second object from the left.	['Under the first object from the left.', 'Under the third object from the left.', 'Under the second object from the left.']	1438
Object Shuffle	video/perception/videos/	video	False			video_6596.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the second object from the left.	['Under the third object from the left.', 'Under the second object from the left.', 'Under the first object from the left.']	1439
Object Shuffle	video/perception/videos/	video	False			video_590.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the second object from the left.	['Under the third object from the left.', 'Under the first object from the left.', 'Under the second object from the left.']	1440
Object Shuffle	video/perception/videos/	video	False			video_9239.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the second object from the left.	['Under the second object from the left.', 'Under the first object from the left.', 'Under the third object from the left.']	1441
Object Shuffle	video/perception/videos/	video	False			video_10871.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the first object from the left.	['Under the first object from the left.', 'Under the third object from the left.', 'Under the second object from the left.']	1442
Object Shuffle	video/perception/videos/	video	False			video_7042.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the second object from the left.	['Under the third object from the left.', 'Under the first object from the left.', 'Under the second object from the left.']	1443
Object Shuffle	video/perception/videos/	video	False			video_8177.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the third object from the left.	['Under the second object from the left.', 'Under the first object from the left.', 'Under the third object from the left.']	1444
Object Shuffle	video/perception/videos/	video	False			video_9251.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the first object from the left.	['Under the first object from the left.', 'Under the third object from the left.', 'Under the second object from the left.']	1445
Object Shuffle	video/perception/videos/	video	False			video_4046.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the second object from the left.	['Under the first object from the left.', 'Under the second object from the left.', 'Under the third object from the left.']	1446
Object Shuffle	video/perception/videos/	video	False			video_5516.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the third object from the left.	['Under the third object from the left.', 'Under the first object from the left.', 'Under the second object from the left.']	1447
Object Shuffle	video/perception/videos/	video	False			video_4512.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the third object from the left.	['Under the first object from the left.', 'Under the second object from the left.', 'Under the third object from the left.']	1448
Object Shuffle	video/perception/videos/	video	False			video_9917.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the third object from the left.	['Under the second object from the left.', 'Under the third object from the left.', 'Under the first object from the left.']	1449
Object Shuffle	video/perception/videos/	video	False			video_10898.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the first object from the left.	['Under the first object from the left.', 'Under the third object from the left.', 'Under the second object from the left.']	1450
Object Shuffle	video/perception/videos/	video	False			video_9171.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the first object from the left.	['Under the first object from the left.', 'Under the second object from the left.', 'Under the third object from the left.']	1451
Object Shuffle	video/perception/videos/	video	False			video_1364.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the third object from the left.	['Under the first object from the left.', 'Under the third object from the left.', 'Under the second object from the left.']	1452
Object Shuffle	video/perception/videos/	video	False			video_2107.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the second object from the left.	['Under the third object from the left.', 'Under the first object from the left.', 'Under the second object from the left.']	1453
Object Shuffle	video/perception/videos/	video	False			video_4609.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the third object from the left.	['Under the third object from the left.', 'Under the first object from the left.', 'Under the second object from the left.']	1454
Object Shuffle	video/perception/videos/	video	False			video_10319.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the first object from the left.	['Under the first object from the left.', 'Under the second object from the left.', 'Under the third object from the left.']	1455
Object Shuffle	video/perception/videos/	video	False			video_5669.mp4	The person uses multiple similar objects to play an occlusion game. Where is the hidden object at the end of the game from the person's point of view?	Under the first object from the left.	['Under the third object from the left.', 'Under the first object from the left.', 'Under the second object from the left.']	1456
